A,B,C,D,Vth,exp_exact,exp_k1
746,3051,2252,2447,12000000,0,0
2487,1932,2174,777,12000000,0,0
3238,3361,1937,576,12000000,0,0
4050,1650,1838,349,12000000,0,0
2463,364,140,1895,12000000,0,0
3346,1285,3264,3453,12000000,1,1
318,3907,2006,2786,12000000,0,0
3116,2246,2235,2238,12000000,1,1
924,135,3471,1848,12000000,0,0
726,1620,2949,2275,12000000,0,0
2143,3855,1159,886,12000000,0,0
417,919,906,4074,12000000,0,0
2982,3446,730,2359,12000000,0,0
854,742,526,1882,12000000,0,0
152,595,3842,1012,12000000,0,0
2900,3987,1464,3942,12000000,1,0
3789,329,1786,2075,12000000,0,0
1631,2041,2379,637,12000000,0,0
1667,3931,3758,2921,12000000,1,1
2876,3653,77,1610,12000000,0,0
3595,1743,2050,1673,12000000,0,0
408,249,3792,3684,12000000,1,0
112,3411,170,2961,12000000,0,0
3976,1071,1205,2683,12000000,0,0
614,3201,1114,3517,12000000,0,0
568,1499,2832,2528,12000000,0,0
3005,468,2694,688,12000000,0,0
391,2788,2718,4014,12000000,1,0
2428,2536,3058,3544,12000000,1,1
3857,36,805,1859,12000000,0,0
3779,3698,1899,449,12000000,1,0
390,2652,2888,3884,12000000,1,0
3170,1999,3316,1146,12000000,0,0
2834,3000,1994,1351,12000000,0,0
2735,630,2175,516,12000000,0,0
3687,120,575,2795,12000000,0,0
2484,890,1942,1225,12000000,0,0
1448,3699,3159,2190,12000000,1,0
453,1453,3961,2222,12000000,0,0
3107,999,3560,1043,12000000,0,0
683,1644,3965,2801,12000000,1,0
1904,883,2106,1266,12000000,0,0
4028,420,4037,2079,12000000,0,0
2185,3401,3532,1457,12000000,1,0
3146,3442,1074,1090,12000000,0,0
2100,1098,2963,3910,12000000,1,0
1296,3909,1492,3860,12000000,0,0
1220,1155,2068,1430,12000000,0,0
458,1159,2937,2575,12000000,0,0
3484,959,896,3962,12000000,0,0
12,1005,1229,276,12000000,0,0
3445,3284,3329,2535,12000000,1,1
2583,1316,2855,3012,12000000,0,0
388,301,450,1120,12000000,0,0
1185,3447,215,3322,12000000,0,0
3857,1135,1947,3915,12000000,1,0
3078,2119,1555,3744,12000000,1,1
410,3451,3598,3198,12000000,1,0
3288,4037,3782,3761,12000000,1,1
3981,615,3732,2559,12000000,0,0
2685,3409,1978,1439,12000000,0,0
1607,2840,1570,4071,12000000,0,0
333,37,1730,3782,12000000,0,0
1306,2104,2938,92,12000000,0,0
3491,3201,2686,3915,12000000,1,1
1008,2523,3249,3744,12000000,1,0
2785,511,3567,768,12000000,0,0
3745,3796,2511,4077,12000000,1,1
240,3816,3430,627,12000000,0,0
2912,694,1216,2853,12000000,0,0
3099,3726,735,618,12000000,1,0
1028,3878,3849,2082,12000000,1,0
259,2539,1654,988,12000000,0,0
380,3798,2898,889,12000000,0,0
422,332,2627,522,12000000,0,0
3703,1547,2073,3025,12000000,0,0
609,3330,578,2129,12000000,0,0
1316,2317,2052,2476,12000000,0,0
603,3567,2988,4054,12000000,1,0
2369,4060,3491,1032,12000000,1,0
1212,2125,109,3137,12000000,0,0
1413,1271,3542,1345,12000000,0,0
4019,3934,1690,800,12000000,1,0
2768,658,3713,2971,12000000,1,0
2081,3274,666,3134,12000000,0,0
1259,934,2316,437,12000000,0,0
1643,620,3317,3616,12000000,1,0
1934,1904,2975,2692,12000000,0,0
920,684,1345,2924,12000000,0,0
2207,811,631,1596,12000000,0,0
3566,2766,526,516,12000000,0,0
781,2540,2984,3356,12000000,0,0
2849,2976,3106,1219,12000000,1,0
326,2133,2174,2652,12000000,0,0
2930,3339,2633,776,12000000,0,0
1004,2667,2375,780,12000000,0,0
1424,2841,1070,1279,12000000,0,0
1929,510,3191,3922,12000000,1,0
2920,1162,422,1923,12000000,0,0
781,1636,3562,3150,12000000,1,0
2841,1003,2274,2534,12000000,0,0
2872,2619,1498,2989,12000000,0,0
1743,2326,3025,3842,12000000,1,0
1805,1663,2473,1755,12000000,0,0
2898,185,3518,2816,12000000,0,0
2806,2183,647,1907,12000000,0,0
1735,3645,3602,3031,12000000,1,1
3419,3064,876,692,12000000,0,0
2416,3174,1264,1637,12000000,0,0
751,614,3778,3900,12000000,1,0
2726,3345,2272,2003,12000000,1,0
3685,3556,444,2784,12000000,1,0
3326,349,200,2091,12000000,0,0
609,377,2626,1661,12000000,0,0
1499,3773,1557,1094,12000000,0,0
2395,1319,2948,2999,12000000,1,0
1338,2019,3930,3842,12000000,1,0
1957,2241,2167,3904,12000000,1,0
1477,3776,704,1111,12000000,0,0
1505,3716,273,2616,12000000,0,0
999,4081,3618,1101,12000000,0,0
3431,634,2534,2503,12000000,0,0
4081,2446,1463,1823,12000000,1,0
2232,2415,352,2815,12000000,0,0
394,3846,3310,3130,12000000,0,0
1196,3453,1530,1684,12000000,0,0
857,1439,4094,1072,12000000,0,0
714,598,3766,2677,12000000,0,0
942,814,985,3030,12000000,0,0
2480,2328,2375,2650,12000000,1,0
1882,778,214,1885,12000000,0,0
3839,200,1697,1108,12000000,0,0
3689,1927,1685,2904,12000000,1,0
2930,2639,3095,1379,12000000,1,0
2996,2776,3922,2011,12000000,1,0
1018,939,4056,3909,12000000,1,0
3387,867,2836,3196,12000000,1,0
3953,3468,2664,1153,12000000,1,1
4004,465,2881,3023,12000000,0,0
103,3895,3516,370,12000000,0,0
3209,2628,887,3611,12000000,0,0
3943,877,3251,2628,12000000,1,0
569,2139,2718,3204,12000000,0,0
1330,2939,3548,3399,12000000,1,1
2709,1888,2777,3429,12000000,1,0
2074,3376,1852,3267,12000000,1,1
3332,2875,2001,2127,12000000,1,0
2912,3151,237,3416,12000000,0,0
1518,4045,3013,3475,12000000,1,0
3207,1199,1722,482,12000000,0,0
3475,3116,1290,1307,12000000,1,0
1021,48,1401,1215,12000000,0,0
408,3437,1797,777,12000000,0,0
3531,3419,1168,3032,12000000,1,1
2903,577,3116,2029,12000000,0,0
1427,3324,3750,149,12000000,0,0
1818,597,427,632,12000000,0,0
4048,1983,2844,1782,12000000,1,0
99,2640,1290,3939,12000000,0,0
3464,1247,2435,3154,12000000,0,0
1360,3148,1243,2346,12000000,0,0
3424,3240,1853,1399,12000000,1,0
4016,1103,2033,3723,12000000,0,0
3733,3882,1405,3789,12000000,1,1
2792,3329,557,3689,12000000,0,0
538,2814,1437,330,12000000,0,0
4061,718,185,3784,12000000,0,0
885,2701,2937,1403,12000000,0,0
706,476,3532,3302,12000000,0,0
166,1797,3321,3524,12000000,1,0
2149,444,3616,3107,12000000,1,0
4008,3927,3497,1602,12000000,1,1
3070,3663,645,1171,12000000,1,0
146,2443,3459,3366,12000000,0,0
3104,1602,3329,2111,12000000,1,1
825,865,2371,829,12000000,0,0
1519,2153,1479,3108,12000000,0,0
3343,4048,1472,462,12000000,1,0
848,23,2762,2945,12000000,0,0
2559,4067,804,1979,12000000,0,0
335,1821,2571,587,12000000,0,0
1941,3927,2524,3812,12000000,1,1
993,2037,3631,1387,12000000,0,0
1584,3912,3341,3969,12000000,1,1
2034,947,3083,1715,12000000,0,0
2304,4091,2671,3523,12000000,1,1
2800,266,3334,3376,12000000,1,0
446,650,2184,2941,12000000,0,0
2468,3370,1105,3332,12000000,0,0
935,1789,1991,690,12000000,0,0
3754,113,1595,1429,12000000,0,0
95,2702,2159,2066,12000000,0,0
1626,653,3436,2424,12000000,0,0
1032,1457,3215,1857,12000000,0,0
4023,3364,1507,3484,12000000,1,1
2772,4038,2708,1209,12000000,1,0
1672,2305,553,2055,12000000,0,0
3959,1598,2311,743,12000000,0,0
1647,2321,3120,2621,12000000,1,0
921,1431,2348,1672,12000000,0,0
3203,3872,4086,332,12000000,1,0
543,3410,3787,3276,12000000,1,0
2676,1062,2452,3478,12000000,0,0
1838,2796,2240,2777,12000000,0,0
1520,3019,2828,3606,12000000,1,0
1599,643,4069,2696,12000000,0,0
3072,3360,3551,3103,12000000,1,1
452,1365,1778,2328,12000000,0,0
1406,3664,2498,3284,12000000,1,0
647,2892,2834,3602,12000000,1,0
192,449,3099,3844,12000000,0,0
3252,1416,3578,2396,12000000,1,0
3956,1174,1834,2551,12000000,0,0
151,2808,2887,238,12000000,0,0
2669,1290,2510,2742,12000000,0,0
3953,2577,3753,483,12000000,0,0
1765,1896,3608,2413,12000000,1,0
3992,1950,2865,3304,12000000,1,1
345,1310,3789,3065,12000000,1,0
1791,2155,1411,422,12000000,0,0
4061,2215,2829,2725,12000000,1,1
598,1377,4073,69,12000000,0,0
1929,2635,3891,1778,12000000,1,0
1410,1776,3833,2603,12000000,1,0
437,3397,3131,3609,12000000,1,0
3572,1370,3871,2804,12000000,1,0
2913,2935,938,3677,12000000,0,0
2003,4015,2620,84,12000000,0,0
1227,3388,1704,902,12000000,0,0
3106,2722,2202,1016,12000000,0,0
2685,1068,3432,3519,12000000,1,1
2903,594,3151,590,12000000,0,0
1576,1402,2999,987,12000000,0,0
2407,2354,3955,1933,12000000,1,0
2174,590,931,1997,12000000,0,0
3690,2928,4006,880,12000000,1,0
867,2391,1308,1231,12000000,0,0
634,3241,3692,3972,12000000,1,0
40,66,2556,1000,12000000,0,0
3454,953,3483,3,12000000,0,0
1722,3481,1697,2972,12000000,0,0
2514,2193,2803,2468,12000000,1,0
3922,2418,3806,3229,12000000,1,1
3803,1340,2234,3981,12000000,1,0
3328,3216,688,3530,12000000,1,0
941,1227,1985,3646,12000000,0,0
2048,3853,2451,1424,12000000,0,0
2943,3469,953,1374,12000000,0,0
360,721,2762,1125,12000000,0,0
1328,1264,1759,1094,12000000,0,0
2914,1854,731,3696,12000000,0,0
2776,3198,1175,3480,12000000,1,0
1205,77,2646,2383,12000000,0,0
21,318,2747,2091,12000000,0,0
1405,3085,352,1058,12000000,0,0
4044,627,367,1121,12000000,0,0
3392,2261,1669,2617,12000000,1,0
1402,1950,993,180,12000000,0,0
1314,1823,3912,2455,12000000,0,0
157,3405,2707,1371,12000000,0,0
1741,3577,3676,1673,12000000,1,0
3553,2984,1877,315,12000000,0,0
2825,2870,1276,2658,12000000,0,0
2398,3955,1940,1429,12000000,1,0
2637,3336,1972,2171,12000000,1,0
3829,3073,448,1739,12000000,1,0
2950,2661,240,1388,12000000,0,0
2972,2258,1886,2805,12000000,1,0
1337,2138,3231,1834,12000000,0,0
2025,3723,2244,1988,12000000,1,0
2823,3740,1727,2792,12000000,1,0
1922,907,2469,2129,12000000,0,0
2234,4000,1902,1611,12000000,1,0
3454,2810,3516,3481,12000000,1,1
3714,408,271,1989,12000000,0,0
1710,2382,2004,3955,12000000,0,0
1401,3723,2624,1645,12000000,0,0
1425,2414,463,3992,12000000,0,0
2994,1629,2095,2269,12000000,0,0
3184,2617,2878,655,12000000,0,0
1928,479,1357,133,12000000,0,0
2131,3440,2490,332,12000000,0,0
2567,711,1644,1909,12000000,0,0
3805,12,3908,3896,12000000,1,0
3882,3880,1744,81,12000000,1,0
3599,131,1985,1292,12000000,0,0
3380,277,3790,3089,12000000,1,0
2695,540,495,3565,12000000,0,0
176,102,485,1201,12000000,0,0
2698,2649,2112,2298,12000000,1,0
2708,3733,2344,807,12000000,1,0
588,705,2664,3300,12000000,0,0
3070,3706,1872,1150,12000000,1,0
371,3418,3942,624,12000000,0,0
1189,430,2223,1790,12000000,0,0
3836,606,95,510,12000000,0,0
1413,1158,1732,3884,12000000,0,0
2079,3367,1564,3198,12000000,1,1
2572,2196,1957,231,12000000,0,0
3902,3704,1675,1141,12000000,1,0
2430,3442,137,3558,12000000,0,0
969,2112,849,767,12000000,0,0
2969,1713,1312,3628,12000000,0,0
3944,2646,1019,3927,12000000,1,0
2596,318,3227,25,12000000,0,0
3688,2252,3379,512,12000000,0,0
1016,1748,3256,3416,12000000,1,0
1414,3190,302,3281,12000000,0,0
879,422,3754,2298,12000000,0,0
3473,1961,1464,2929,12000000,0,0
3245,2558,1543,2829,12000000,1,0
135,585,3047,2886,12000000,0,0
3991,2377,2334,518,12000000,0,0
219,2229,269,3730,12000000,0,0
418,1078,2679,1082,12000000,0,0
3873,133,3929,3747,12000000,1,0
3269,3723,495,992,12000000,1,0
1021,1634,3312,686,12000000,0,0
126,231,1848,3964,12000000,0,0
2812,2807,829,3056,12000000,0,0
3821,2328,24,315,12000000,0,0
3413,2867,704,3935,12000000,1,0
3480,1192,1637,997,12000000,0,0
3256,3400,2570,2924,12000000,1,1
614,681,1497,3585,12000000,0,0
1700,3678,3975,1446,12000000,1,0
3803,2855,475,1544,12000000,0,0
1073,1881,3938,2535,12000000,1,0
1945,13,3688,1573,12000000,0,0
3952,2347,702,3881,12000000,0,0
2113,2035,250,3409,12000000,0,0
1713,2123,2896,343,12000000,0,0
3319,2116,2157,2307,12000000,0,1
1159,2610,1025,3018,12000000,0,0
3503,981,2679,3199,12000000,1,0
2776,103,2254,3617,12000000,0,0
3870,829,1150,3278,12000000,0,0
265,2481,1540,2699,12000000,0,0
107,2592,3152,3961,12000000,1,0
1348,3997,3989,1658,12000000,1,0
4056,1255,2986,3564,12000000,1,0
951,3948,4011,1386,12000000,0,0
3379,3407,225,2163,12000000,0,0
1791,819,1757,618,12000000,0,0
3769,2665,719,2718,12000000,0,0
643,3944,372,346,12000000,0,0
2265,327,1852,751,12000000,0,0
1495,3652,1929,376,12000000,0,0
3701,469,3013,3407,12000000,1,0
1918,804,1342,2039,12000000,0,0
1085,3363,755,964,12000000,0,0
1441,1569,3743,1517,12000000,0,0
4003,1678,3313,727,12000000,0,0
2926,2560,1140,1310,12000000,0,0
3134,2726,1087,3600,12000000,1,0
644,345,3961,975,12000000,0,0
2681,1288,1775,1707,12000000,0,0
1797,3037,734,708,12000000,0,0
2612,1154,2634,2876,12000000,0,0
2543,1890,33,410,12000000,0,0
3863,421,3601,3115,12000000,1,0
987,2794,2678,2160,12000000,0,0
3965,2700,1169,1108,12000000,1,0
3916,3255,1571,2252,12000000,1,1
2778,3022,3951,3962,12000000,1,1
3010,1571,2694,1737,12000000,0,0
3196,2468,3889,1345,12000000,1,0
164,2417,937,1658,12000000,0,0
3782,2338,2209,3434,12000000,1,1
1568,3333,1319,2772,12000000,0,0
1377,3202,2449,3099,12000000,0,0
1356,3883,1264,848,12000000,0,0
1514,1504,801,671,12000000,0,0
3249,2926,890,3230,12000000,1,0
3383,2926,2307,3444,12000000,1,1
1692,642,627,1915,12000000,0,0
1438,148,2728,396,12000000,0,0
1774,489,2542,1066,12000000,0,0
3936,695,3749,440,12000000,0,0
2517,3866,3523,881,12000000,1,0
3912,3465,1045,625,12000000,1,0
3134,997,3826,2498,12000000,1,0
1975,2883,2824,3486,12000000,1,0
3841,2485,293,1326,12000000,0,0
3892,3834,2663,660,12000000,1,0
2928,3772,1846,3325,12000000,1,1
1821,3175,2211,3183,12000000,1,1
2327,2027,3670,1984,12000000,0,0
2919,3371,1124,3354,12000000,1,0
3516,3228,553,3432,12000000,1,0
3725,3700,3260,3854,12000000,1,1
1440,303,3397,3892,12000000,1,0
2408,3588,2964,1133,12000000,0,0
1200,1554,1322,3473,12000000,0,0
3776,981,3010,2838,12000000,1,0
8,2513,1997,2186,12000000,0,0
3764,3115,1821,1485,12000000,1,0
3268,2872,2797,3236,12000000,1,1
3467,2822,1632,138,12000000,0,0
2854,196,3559,3968,12000000,1,0
2956,3198,2414,1500,12000000,1,0
1529,3971,2437,3604,12000000,1,0
1245,593,1667,548,12000000,0,0
1511,2498,3913,2217,12000000,1,0
2936,1109,216,1965,12000000,0,0
3731,2424,1565,1889,12000000,1,0
2684,3598,3985,2852,12000000,1,1
2907,1363,1205,2450,12000000,0,0
266,2711,4004,4068,12000000,1,0
1127,109,3251,4053,12000000,1,0
742,443,1580,1954,12000000,0,0
2534,2557,176,1734,12000000,0,0
214,2838,2150,3669,12000000,0,0
702,879,1248,3440,12000000,0,0
1292,2502,798,3040,12000000,0,0
2757,1007,3830,2968,12000000,1,0
1587,1275,3670,3945,12000000,1,0
2324,109,3761,3123,12000000,0,0
1734,1090,1079,2111,12000000,0,0
2560,2856,1942,2066,12000000,0,0
3836,3335,1678,2789,12000000,1,1
3721,2956,3397,295,12000000,1,0
1138,178,2161,1799,12000000,0,0
656,1533,1780,626,12000000,0,0
3861,770,3103,3346,12000000,1,1
1759,4005,2363,160,12000000,0,0
1300,578,1517,1967,12000000,0,0
3313,2010,341,568,16769025,0,0
3609,2484,3901,2890,16769025,1,0
429,3726,921,867,16769025,0,0
4022,3462,2842,1226,16769025,1,0
2586,2214,167,2284,16769025,0,0
3572,664,3126,2926,16769025,0,0
3404,1969,4085,3541,16769025,1,0
2685,3036,607,3164,16769025,0,0
3711,4090,3179,499,16769025,0,0
261,798,602,2864,16769025,0,0
2638,3964,3645,1708,16769025,0,0
2865,4045,3651,2332,16769025,1,0
2719,1008,3430,4090,16769025,1,0
1871,3836,2686,4066,16769025,1,0
2977,204,1188,2304,16769025,0,0
2071,2454,3293,2227,16769025,0,0
422,3821,1869,505,16769025,0,0
1011,27,564,3183,16769025,0,0
153,3871,2206,1975,16769025,0,0
3856,2735,2376,2620,16769025,1,0
2246,949,1250,911,16769025,0,0
3330,4054,1028,3176,16769025,0,0
1726,1115,1365,826,16769025,0,0
3718,3748,804,3525,16769025,1,0
2161,3924,3624,731,16769025,0,0
1848,2138,3235,1700,16769025,0,0
2884,2896,2397,3513,16769025,1,0
210,876,1996,1087,16769025,0,0
3095,3571,887,2844,16769025,0,0
3800,2263,2824,1836,16769025,0,0
429,2596,503,3784,16769025,0,0
3168,2619,2913,3816,16769025,1,0
2512,3061,4083,3399,16769025,1,0
3780,3642,1351,2223,16769025,1,0
487,2263,2465,3270,16769025,0,0
3535,2646,1830,4052,16769025,0,0
3599,827,474,1190,16769025,0,0
1732,3133,1742,4094,16769025,0,0
1470,471,3827,3495,16769025,0,0
3563,1777,3782,2761,16769025,1,0
3755,3312,1669,2213,16769025,0,0
3692,1728,3599,2886,16769025,0,0
3737,2957,3727,2918,16769025,1,0
3549,3215,2069,2590,16769025,0,0
2039,1079,3478,3862,16769025,0,0
3195,2506,52,2335,16769025,0,0
3707,3636,1727,3236,16769025,1,0
663,879,2101,2764,16769025,0,0
1045,2973,2338,373,16769025,0,0
1462,544,4002,514,16769025,0,0
2830,816,2481,505,16769025,0,0
3977,3953,440,2375,16769025,0,0
2312,1409,167,1262,16769025,0,0
3392,3969,2566,590,16769025,0,0
1829,2293,2019,1755,16769025,0,0
1083,4041,3346,3553,16769025,0,0
387,2014,4069,2617,16769025,0,0
3229,1388,3751,3276,16769025,1,0
2094,3525,4091,2600,16769025,1,0
1494,2335,3523,3939,16769025,1,0
3663,4064,1679,1877,16769025,1,0
1144,3925,3061,1624,16769025,0,0
2506,3649,2668,3121,16769025,1,0
2088,607,2029,3177,16769025,0,0
3785,3624,1252,2438,16769025,1,0
2248,2880,1410,3295,16769025,0,0
2470,1853,333,2381,16769025,0,0
3353,2718,2594,3826,16769025,1,0
2014,2061,3230,1663,16769025,0,0
2714,3533,3352,2143,16769025,1,0
1493,438,1102,1903,16769025,0,0
1019,165,841,1379,16769025,0,0
1349,1216,36,3918,16769025,0,0
4078,2667,3218,2645,16769025,1,0
1709,1371,732,2922,16769025,0,0
157,428,1972,2639,16769025,0,0
3928,3360,2769,899,16769025,0,0
3694,3095,2479,3104,16769025,1,1
3728,2614,2981,2356,16769025,0,0
3790,3608,1370,2761,16769025,1,0
2478,483,2905,1545,16769025,0,0
3496,2992,637,3930,16769025,0,0
2719,2564,2412,2742,16769025,0,0
421,3584,3994,1312,16769025,0,0
1357,1844,4015,576,16769025,0,0
3864,3637,1312,3467,16769025,1,0
4032,3979,2973,2873,16769025,1,0
3100,1566,1296,3121,16769025,0,0
1467,3119,774,69,16769025,0,0
3941,632,3262,868,16769025,0,0
2676,2136,3465,3560,16769025,1,0
4020,2771,3416,1648,16769025,0,0
1979,546,2148,3144,16769025,0,0
639,1309,4087,1028,16769025,0,0
866,4013,1409,3062,16769025,0,0
1594,2003,474,2385,16769025,0,0
2810,2206,2624,4011,16769025,0,0
3699,3033,2242,2676,16769025,1,0
1835,2141,3581,3251,16769025,0,0
1492,1782,1867,715,16769025,0,0
3386,3919,3267,1070,16769025,0,0
1615,717,3679,2555,16769025,0,0
3558,1280,4088,2988,16769025,1,0
353,1398,1122,3240,16769025,0,0
3929,2870,2014,2728,16769025,1,0
793,1542,3740,2965,16769025,0,0
1278,3416,3578,2478,16769025,0,0
852,1359,1007,2379,16769025,0,0
1327,1706,3298,368,16769025,0,0
863,1405,3771,1189,16769025,0,0
2863,2749,3390,3310,16769025,1,0
3505,1535,1469,119,16769025,0,0
3289,2281,3174,3984,16769025,1,1
3470,1477,3107,1980,16769025,0,0
2141,3136,1672,762,16769025,0,0
1015,979,2348,2636,16769025,0,0
3008,3262,1879,3703,16769025,1,0
1274,2632,1366,2158,16769025,0,0
3264,3369,1817,3680,16769025,1,0
1057,274,2192,327,16769025,0,0
2824,4091,978,3898,16769025,0,0
3751,3424,3302,2704,16769025,1,1
3057,2186,2974,226,16769025,0,0
2162,484,693,943,16769025,0,0
2524,542,2619,644,16769025,0,0
2652,3614,94,3300,16769025,0,0
3952,2965,2051,3409,16769025,1,0
3377,747,2229,1333,16769025,0,0
2005,3914,3752,2377,16769025,0,0
1804,3382,3441,75,16769025,0,0
195,1118,2819,2419,16769025,0,0
2690,3461,1934,3857,16769025,1,0
1896,3834,1514,1648,16769025,0,0
3143,996,1369,1751,16769025,0,0
777,3013,2033,1597,16769025,0,0
3166,1583,3191,3684,16769025,0,0
4059,881,3487,189,16769025,0,0
4090,4083,252,1671,16769025,1,0
1177,1904,2407,3572,16769025,0,0
354,1751,368,3519,16769025,0,0
3890,3120,3526,1315,16769025,1,0
2812,875,2955,1431,16769025,0,0
3706,2013,3715,4067,16769025,1,0
3269,3090,2579,2641,16769025,1,0
3732,1043,3521,3657,16769025,0,0
3947,2925,78,1959,16769025,0,0
1913,1153,560,3809,16769025,0,0
2553,2007,727,2449,16769025,0,0
2776,3940,3575,3092,16769025,1,1
1897,3192,2942,3642,16769025,1,0
2291,1706,3492,371,16769025,0,0
2252,3708,4060,2073,16769025,0,0
1178,2192,1233,403,16769025,0,0
2629,3452,150,200,16769025,0,0
2312,2208,432,2364,16769025,0,0
1357,3110,3881,3856,16769025,1,0
1744,3581,1234,1890,16769025,0,0
2189,1799,3387,1440,16769025,0,0
2798,2674,2056,3194,16769025,0,0
1481,1971,2099,1119,16769025,0,0
1942,1335,2845,1933,16769025,0,0
4062,175,1938,3887,16769025,0,0
3560,303,2129,1273,16769025,0,0
1495,2619,15,3844,16769025,0,0
3364,2985,3156,1543,16769025,0,0
3569,406,64,470,16769025,0,0
3935,3859,2596,611,16769025,1,0
1508,3879,2008,2890,16769025,0,0
632,3925,1119,751,16769025,0,0
387,3170,3665,34,16769025,0,0
3268,3188,3054,2518,16769025,1,0
2953,1337,832,174,16769025,0,0
2143,861,764,2287,16769025,0,0
3577,3781,1604,1584,16769025,0,0
1305,3231,3965,1713,16769025,0,0
1247,4001,1576,3398,16769025,0,0
2760,966,3909,3609,16769025,1,0
1429,2081,3495,3149,16769025,0,0
1971,1014,1813,3851,16769025,0,0
4063,3464,2628,1848,16769025,1,0
950,1597,3885,3927,16769025,1,0
2761,1361,3770,3643,16769025,1,0
1798,1739,3673,3713,16769025,0,0
2056,1190,2137,3220,16769025,0,0
3724,3206,1613,2992,16769025,0,0
3296,1923,3056,3963,16769025,1,0
3446,2571,2182,3623,16769025,0,0
3711,447,4076,4008,16769025,1,0
3540,3550,1656,373,16769025,0,0
755,1443,2125,3326,16769025,0,0
3016,3352,2979,3189,16769025,1,0
3707,2767,2201,2959,16769025,1,0
3643,1049,832,1449,16769025,0,0
1406,2755,860,235,16769025,0,0
3484,2117,3294,794,16769025,0,0
3869,3647,2057,2680,16769025,1,0
117,2934,745,421,16769025,0,0
3986,3868,2350,808,16769025,1,0
3799,492,2174,4051,16769025,0,0
3701,988,4079,3991,16769025,1,0
2339,1025,2212,1722,16769025,0,0
3465,4037,3961,146,16769025,0,0
1246,168,516,3929,16769025,0,0
2368,3798,2471,4040,16769025,1,0
4000,1462,1427,322,16769025,0,0
2788,3462,3373,1302,16769025,0,0
2762,2824,2202,3119,16769025,0,0
1402,3553,3032,1365,16769025,0,0
1887,1040,3939,3758,16769025,0,0
3897,1973,3789,3522,16769025,1,0
1100,3119,3224,2901,16769025,0,0
290,2724,1645,3279,16769025,0,0
2574,2740,3833,3134,16769025,1,0
3115,480,1519,1604,16769025,0,0
3328,1153,3650,3543,16769025,1,0
3270,3739,1919,3361,16769025,1,0
1614,2146,3774,3535,16769025,1,0
4034,3995,644,1018,16769025,1,0
611,2496,434,3719,16769025,0,0
2783,933,2281,3342,16769025,0,0
243,2068,1980,1903,16769025,0,0
3526,3624,3239,1232,16769025,0,0
3350,3042,2771,2374,16769025,1,0
3981,3123,1933,1188,16769025,0,0
189,3925,2012,3298,16769025,0,0
2744,4030,1546,3697,16769025,1,0
3243,1115,1735,2307,16769025,0,0
1321,352,583,3375,16769025,0,0
1347,3231,2724,1225,16769025,0,0
1415,2737,3180,2828,16769025,0,0
3658,4032,982,2624,16769025,1,0
154,2832,2481,2610,16769025,0,0
3753,2696,2566,2105,16769025,0,0
1034,2893,1057,1354,16769025,0,0
1004,1900,683,1193,16769025,0,0
1052,2496,3661,512,16769025,0,0
3102,2310,2697,3562,16769025,1,0
3653,2280,2446,3452,16769025,1,0
1714,3017,711,3845,16769025,0,0
2550,110,5,3413,16769025,0,0
977,2512,1167,2775,16769025,0,0
3450,3957,1687,1891,16769025,1,0
3364,1968,1283,3656,16769025,0,0
2861,401,2357,2174,16769025,0,0
459,3031,3936,2400,16769025,0,0
3444,3935,3041,1781,16769025,1,0
3336,3334,2167,2821,16769025,1,0
8,781,168,485,16769025,0,0
1066,3932,161,1682,16769025,0,0
1176,1386,2315,443,16769025,0,0
3559,1502,2823,378,16769025,0,0
3563,4019,3006,815,16769025,1,0
1535,2846,3018,3296,16769025,0,0
2816,2400,2573,4052,16769025,1,0
1651,1176,936,3803,16769025,0,0
3085,3674,1926,3661,16769025,1,0
1594,4018,2138,1512,16769025,0,0
14,1844,1454,811,16769025,0,0
1339,3352,3908,3143,16769025,1,0
2447,2646,3982,3090,16769025,1,0
1287,3158,2509,3124,16769025,0,0
2723,3293,2556,3227,16769025,1,0
1159,3234,3918,3323,16769025,0,0
3427,935,3577,3856,16769025,1,0
1769,3962,1894,3704,16769025,0,0
2638,2225,3885,3241,16769025,1,0
1379,2832,308,3336,16769025,0,0
1480,546,2782,2076,16769025,0,0
2846,3153,1316,3242,16769025,0,0
1853,511,1343,3559,16769025,0,0
3706,3635,1334,2471,16769025,0,0
2041,2931,3983,4085,16769025,1,0
3611,3275,2040,3756,16769025,1,0
3487,1418,3195,3908,16769025,1,0
2318,4060,2952,2493,16769025,1,0
975,687,2376,3134,16769025,0,0
3309,3358,2910,2141,16769025,1,0
3531,3848,3031,1152,16769025,1,0
2756,1697,2254,2688,16769025,0,0
3434,3166,2394,3134,16769025,1,1
952,3684,3298,4063,16769025,1,0
3902,1966,2525,3949,16769025,1,0
2197,4043,2291,3636,16769025,1,0
1772,3847,3802,4086,16769025,1,0
3499,3165,2681,2057,16769025,0,0
1518,3833,3266,3688,16769025,1,0
3824,3199,2173,3587,16769025,1,1
984,3503,3658,3641,16769025,0,0
3221,3775,3771,3968,16769025,1,1
1758,2570,3966,2242,16769025,0,0
1428,3179,3983,3556,16769025,1,0
2060,1458,2719,3159,16769025,0,0
2732,447,1871,2610,16769025,0,0
2644,2118,3922,2910,16769025,1,0
111,1035,3349,282,16769025,0,0
811,4056,2190,2451,16769025,0,0
2474,2328,2056,163,16769025,0,0
3865,967,3919,158,16769025,0,0
75,1855,76,496,16769025,0,0
